Title,Rental_Price,Location,Beds,Baths,Super Built-up Area,Status,Furnished Status,Rental Value,Address,Furnishing,link,Balconies,Carpet Area,Project,Floor,Facing,Lift,Age Of Construction,Security Deposit,Landmarks,Flooring,Overlooking,Age of Construction,Water Availability,Status of Electricity,Price,Developer,Additional Rooms,Amenities,Price per sqft,Configuration,Tower & Unit,Balcony,Floors allowed for construction,Covered Parking,Lifts,Car parking,Authority Approval,Bed,Tower,Unit,Bath,Type of Ownership,RERA ID,Plot Area,Any Construction done,Boundary Wall,Transaction Type,Additional Features,Approved
"3 BHK 1505 Sq-ft Flat/Apartment  For Rent in Shivalik Sharda Park View 2,","₹24,500","Shela, Ahmedabad",3.0,3.0,,Immediately,Semi-Furnished,"₹24,500","shela, Shela, Ahmedabad - Ahmedabad Suburban, Gujarat",Semi-Furnished,https://www.magicbricks.com/propertyDetails/3-BHK-1505-Sq-ft-Multistorey-Apartment-FOR-Rent-Shela-in-Ahmedabad&id=4d423533353434383133,,1505sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹16/sqft,Shivalik Sharda Park View 2,6(Out of 14 Floors),East,2.0,,"₹50, 000",rent Shivalik park view 3 bhk semi furnish sp ring road shela,Vitrified,"Pool, Garden/Park, Main Road",New Construction,24 Hours Available,No/Rare Powercut,₹ 69.9 Lac - ₹ 70.1 Lac,Shivalik Group,"Puja Room, Study, Store","Kids Splash Pool,Provision for power backup,Community Hall,Meditation Area,Indoor Games Room,Guest Accommodation,Coffee Lounge & Restaurants,Library,Entry Exit Gate,CCTV Camera,Multipurpose Hall,Grand Entrance lobby,Mini Cinema Theatre,Piped Gas,Banquet Hall,DTH Television Facility,Visitor Parking,Security,Gymnasium,Swimming Pool,Rain Water Harvesting","₹ 4,320 - ₹ 4,850",3 BHK Flats,"6 Towers , 721 Units",1.0,,1.0,2.0,,,,,,,,,,,,,,
3 BHK 2500 Sq-ft Flat/Apartment  For Rent in,"₹30,000","Ahmedabad Cantonment, Ahmedabad",3.0,3.0,2500sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹12/sqft,Immediately,Furnished,"₹30,000","Ahmedabad Cantonment, Ahmedabad - North, Gujarat",Furnished,https://www.magicbricks.com/propertyDetails/3-BHK-2500-Sq-ft-Multistorey-Apartment-FOR-Rent-Ahmedabad-Cantonment-in-Ahmedabad&id=4d423833353739373839,,,,4(Out of 5 Floors),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3 BHK 1960 Sq-ft Flat/Apartment  For Rent in Goya Orchid Heights,","₹35,000","Sardar Patel Ring Road, Ahmedabad",3.0,3.0,,Immediately,Semi-Furnished,"₹35,000","orchid heights aeppal wood, Sardar Patel Ring Road, Ahmedabad - South, Gujarat",Semi-Furnished,https://www.magicbricks.com/propertyDetails/3-BHK-1960-Sq-ft-Multistorey-Apartment-FOR-Rent-Sardar-Patel-Ring-Road-in-Ahmedabad&id=4d423533353435383435,2.0,1960sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹18/sqft,Goya Orchid Heights,8(Out of 17 Floors),East,3.0,,"₹70, 000",flat for rent orchid height  3 bhk semi furnish sp ring road,Vitrified,"Pool, Garden/Park, Main Road",Less than 5 years,24 Hours Available,No/Rare Powercut,₹ 1.19 Cr - ₹ 2.15 Cr,Goyal & Co. & HN Safal,"Puja Room, Study, Store","Multipurpose Courts,Meditation Area,Indoor Squash & Badminton Courts,Indoor Games Room,Flower Gardens,Event Space & Amphitheatre,Entry Exit Gate,CCTV Camera,Multipurpose Hall,Earth quake resistant,Outdoor Tennis Courts,Jogging and Strolling Track,Piped Gas,Conference Room,Cafeteria/Food Court,Bar/Lounge,Banquet Hall,RO Water System,DTH Television Facility,Laundry Service,Waste Disposal,Maintenance Staff,Visitor Parking,Air Conditioned,Service/Goods Lift,Vaastu Compliant,Private Terrace/Garden,Water Storage,Security,Reserved Parking,Park,Gymnasium,Swimming Pool,Club House,Rain Water Harvesting,Lift,Power Back Up","₹ 5,488 - ₹ 6,378","3, 4 BHK Flats","2 Towers , 272 Units",,,1.0,3.0,,,,,,,,,,,,,,
2 BHK Residential House  For Rent,"₹20,000","Sabarmati, Ahmedabad",2.0,,900sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹22/sqft,Immediately,Unfurnished,"₹20,000","Sabarmati, Ahmedabad - North, Gujarat",Unfurnished,https://www.magicbricks.com/propertyDetails/2-BHK-900-Sq-ft-Residential-House-FOR-Rent-Sabarmati-in-Ahmedabad&id=4d423831393135333435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,
"4 BHK 3480 Sq-ft Flat/Apartment  For Rent in Sharanya Skyvue,","₹85,000","Thaltej, Ahmedabad",4.0,4.0,,Immediately,Semi-Furnished,"₹85,000","Thaltej, Ahmedabad, Thaltej, Ahmedabad - West, Gujarat",Semi-Furnished,https://www.magicbricks.com/propertyDetails/4-BHK-3480-Sq-ft-Multistorey-Apartment-FOR-Rent-Thaltej-in-Ahmedabad&id=4d423734313733303637,,1850sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹46/sqft,Sharanya Skyvue,7(Out of 13 Floors),East,2.0,,₹1.7 Lac,A residential Flat available for Rent in the prime location of city.,Vitrified,"Garden/Park, Main Road",New Construction,24 Hours Available,No/Rare Powercut,₹ 2.15 Cr - ₹ 3.06 Cr,Sharanya Group,"Puja Room, Study, Store","Indoor Games Room,Event Space & Amphitheatre,Bank & ATM,AEROBICS ROOM,Solar Energy,Multipurpose Hall,AC in each room,Premium branded fittings,Grand Entrance lobby,Fingerprint Access,Large Open space,3 Tier Security System,Earth quake resistant,High Ceiling,Outdoor Tennis Courts,Jogging and Strolling Track,Piped Gas,Conference Room,Banquet Hall,Intercom Facility,Visitor Parking,Air Conditioned,Vaastu Compliant,Security,Reserved Parking,Gymnasium,Lift,Power Back Up","₹ 8,000 - ₹ 10,614","3, 4 BHK Flats","2 Towers , 128 Units",1.0,,2.0,2.0,,,,,,,,,,,,,,
"3 BHK 1700 Sq-ft Flat/Apartment  For Rent in Swastik Vivanta,","₹24,000","South Bopal, Ahmedabad",3.0,3.0,,Immediately,Semi-Furnished,"₹24,000","South Bopal, Ahmedabad, South Bopal, Ahmedabad - West, Gujarat",Semi-Furnished,https://www.magicbricks.com/propertyDetails/3-BHK-1700-Sq-ft-Multistorey-Apartment-FOR-Rent-South-Bopal-in-Ahmedabad&id=4d423737353933363235,,968sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹25/sqft,Swastik Vivanta,9(Out of 14 Floors),East,2.0,,"₹48, 000",Near. merasa cafe,Vitrified,Garden/Park,New Construction,24 Hours Available,No/Rare Powercut,₹ 79.2 Lac - ₹ 1.12 Cr,Swastik Group,Store,"Meditation Area,Indoor Games Room,Event Space & Amphitheatre,Kids play area,Barbeque space,Large Open space,Piped Gas,Park,Gymnasium",,3 BHK Flat,"1 Tower , 108 Units",1.0,2.0,1.0,2.0,,,,,,,,,,,,,,
"3 BHK 1776 Sq-ft Flat/Apartment  For Rent in Green Acres,","₹40,000","Prahlad Nagar, Ahmedabad",3.0,3.0,1776sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹23/sqft,Immediately,Semi-Furnished,"₹40,000","Prahlad nagar, Prahlad Nagar, Ahmedabad - West, Gujarat",Semi-Furnished,https://www.magicbricks.com/propertyDetails/3-BHK-1776-Sq-ft-Multistorey-Apartment-FOR-Rent-Prahlad-Nagar-in-Ahmedabad&id=4d423833353830313835,3.0,,Green Acres,7(Out of 11 Floors),East,2.0,,"₹82, 000",Prahlad nagar,Vitrified,Main Road,5 to 10 years,24 Hours Available,No/Rare Powercut,₹ 1.30 Cr - ₹ 1.55 Cr,Pacifica Companies,Store,"Fire Fighting Equipment,Cycling & Jogging Track,Recreational Pool,Meditation Area,Kids Play Pool With Water Slides,Kids Play Area,Indoor Squash & Badminton Courts,Indoor Games Room,Flower Gardens,Early Learning Centre,Jogging and Strolling Track,Internet/Wi-Fi Connectivity,Maintenance Staff,Intercom Facility,Visitor Parking,Vaastu Compliant,Private Terrace/Garden,Water Storage,Security,Reserved Parking,Park,Gymnasium,Swimming Pool,Club House,Rain Water Harvesting,Lift,Power Back Up","₹ 6,341 - ₹ 7,561",3 BHK Flats,"7 Towers , 330 Units",,,1.0,2.0,,,,,,,,,,,,,,
"3 BHK 2358 Sq-ft Flat/Apartment  For Rent in Skylon,","₹35,000","Gota, Ahmedabad",3.0,3.0,,Immediately,Semi-Furnished,"₹35,000","Opp.Sola-Bhagvat, North West, Ahmedabad, Gota, Ahmedabad - North, Gujarat",Semi-Furnished,https://www.magicbricks.com/propertyDetails/3-BHK-2358-Sq-ft-Multistorey-Apartment-FOR-Rent-Gota-in-Ahmedabad&id=4d423833323737393331,,1650sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹21/sqft,Skylon,7(Out of 12 Floors),East,2.0,,"₹70, 000",gota sg highway road,Vitrified,"Garden/Park, Main Road",Less than 5 years,24 Hours Available,No/Rare Powercut,₹ 1.04 Cr - ₹ 1.30 Cr,SKY Infra,"Puja Room, Study, Store","Security,Gymnasium,Swimming Pool,Lift",,3 BHK Flat,"5 Towers , 136 Units",1.0,12.0,1.0,2.0,,,,,,,,,,,,,,
"3 BHK 1800 Sq-ft Flat/Apartment  For Rent in Roland Western Sparsh,","₹25,000","Vaishnodevi Circle, Ahmedabad",3.0,3.0,,Immediately,Semi-Furnished,"₹25,000|₹2,500Monthly Maintenance","Western Sparsh, Vaishnodevi Circle, Ahmedabad - North, Gujarat",Semi-Furnished,https://www.magicbricks.com/propertyDetails/3-BHK-1800-Sq-ft-Multistorey-Apartment-FOR-Rent-Vaishnodevi-Circle-in-Ahmedabad&id=4d423833333933393831,,1050sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹24/sqft,Roland Western Sparsh,8(Out of 14 Floors),East,2.0,,"₹50, 000","Sardardham, Kd hospital, Temple, Corporate company",Normal Tiles/Kotah Stone,Main Road,New Construction,24 Hours Available,No/Rare Powercut,₹ 40.4 Lac - ₹ 82.7 Lac,ROLAND DEVELOPERS LLP,None of these,"Kids play area,CCTV Camera,Security,Reserved Parking,Swimming Pool,Club House","₹ 4,057 - ₹ 4,592",3 BHK Flats,"1 Tower , 196 Units",1.0,,1.0,2.0,1 Covered,,,,,,,,,,,,,
"3 BHK 1845 Sq-ft Flat/Apartment  For Rent in Aristo Anandam 2,","₹26,000","Tragad, Ahmedabad",3.0,3.0,,Immediately,Semi-Furnished,"₹26,000|₹3,000Monthly Maintenance","Aristo Anandam-2, Tragad, Ahmedabad - North, Gujarat",Semi-Furnished,https://www.magicbricks.com/propertyDetails/3-BHK-1845-Sq-ft-Multistorey-Apartment-FOR-Rent-Tragad-in-Ahmedabad&id=4d423833333933383237,,1120sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹23/sqft,Aristo Anandam 2,6(Out of 14 Floors),East,2.0,,"₹52, 000","Police station, Corporate house, School, Hospital, Food point","Wooden, Normal Tiles/Kotah Stone","Garden/Park, Main Road",New Construction,24 Hours Available,No/Rare Powercut,₹ 65.7 Lac - ₹ 85.0 Lac,Aristo Realty Developers Ltd.,None of these,,"₹ 4,222 - ₹ 4,986",3 BHK Flats,"3 Towers , 184 Units",1.0,,1.0,2.0,1 Covered,,,,,,,,,,,,,
2 BHK Flat 1200 Sq-ft For Rent in,"₹32,000","Vasna, Ahmedabad",2.0,2.0,1200sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹27/sqft,Immediately,Furnished,"₹32,000","Vasna, Ahmedabad - South, Gujarat",Furnished,https://www.magicbricks.com/propertyDetails/2-BHK-1200-Sq-ft-Multistorey-Apartment-FOR-Rent-Vasna-in-Ahmedabad&id=4d423833363838383933,,,,3(Out of 7 Floors),,,New Construction,"₹64, 000",,,"Garden/Park, Pool, Main Road",New Construction,,,,,"Puja Room, Study, Store, Servant Room",,,,,1.0,,,,,,,,,,,,,,,,,
2 BHK  1150 Sq-ft For Rent in,"₹30,000","Vejalpur, Ahmedabad",2.0,2.0,1150sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹26/sqft,Immediately,Furnished,"₹30,000","Nr Jivrajpark, Vejalpur, Ahmedabad - West, Gujarat",Furnished,https://www.magicbricks.com/propertyDetails/2-BHK-1150-Sq-ft-Residential-House-FOR-Rent-Vejalpur-in-Ahmedabad&id=4d423833373532313035,,,,,East,,10 to 15 years,"₹60, 000",Vejalpur,Vitrified,Main Road,10 to 15 years,24 Hours Available,No/Rare Powercut,,,Store,,,,,1.0,1.0,1.0,,1 Covered,,,,,,,,,,,,,
3 BHK Flat 2070 Sq-ft For Rent in,"₹50,000","PRL Colony, Ahmedabad",3.0,3.0,,Immediately,Semi-Furnished,"₹50,000","Thaltej, Ahmedabad, PRL Colony, Ahmedabad - West, Gujarat",Semi-Furnished,https://www.magicbricks.com/propertyDetails/3-BHK-2070-Sq-ft-Multistorey-Apartment-FOR-Rent-PRL-Colony-in-Ahmedabad&id=4d423833353830343339,,1300sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹38/sqft,,2(Out of 3 Floors),East,2.0,10 to 15 years,₹1.0 Lac,"Nr.Soham Pristine, Bagban Circle, Thaltej",Vitrified,"Garden/Park, Main Road",10 to 15 years,24 Hours Available,No/Rare Powercut,,,"Puja Room, Study, Store",,,,,1.0,3.0,1.0,2.0,1 Covered,,,,,,,,,,,,,
3 BHK 1330 Sq-ft Flat/Apartment  For Rent in,"₹31,000","South Bopal, Ahmedabad",3.0,3.0,1330sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹23/sqft,Immediately,Furnished,"₹31,000","South Bopal, Ahmedabad - West, Gujarat",Furnished,https://www.magicbricks.com/propertyDetails/3-BHK-1330-Sq-ft-Multistorey-Apartment-FOR-Rent-South-Bopal-in-Ahmedabad&id=4d423833353830333631,,,,5(Out of 14 Floors),,,New Construction,,,,,New Construction,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
"3 BHK Flat 1575 Sq-ft For Rent in Kadam Flats,","₹26,000","Bopal, Ahmedabad",3.0,3.0,,Immediately,Semi-Furnished,"₹26,000|₹1,100Monthly Maintenance","Kadamb Flats, Near sarkari Tubewell, Bopal, Bopal, Ahmedabad - West, Gujarat",Semi-Furnished,https://www.magicbricks.com/propertyDetails/3-BHK-1575-Sq-ft-Multistorey-Apartment-FOR-Rent-Bopal-in-Ahmedabad&id=4d423536343239363031,3.0,1418sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹18/sqft,Kadam Flats,4(Out of 4 Floors),North - East,1.0,,"₹52, 000","Near Bopal Main Market Area, BRTS Bus Stop, Hospital, Malls",Ceramic Tiles,Main Road,15 to 20 years,24 Hours Available,No/Rare Powercut,₹ 91.8 Lac - ₹ 1.44 Cr,,Store,,,,,,,1.0,,1 Covered,,,,,,,,,,,,,
"3 BHK 1150 Sq-ft Flat/Apartment  For Rent in Shukan Residency,","₹30,000","Chandlodia, Ahmedabad",3.0,3.0,1150sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹26/sqft,Immediately,Furnished,"₹30,000","Shukan residency near, Gota, Ahmedabad, Gujarat, Chandlodia, Ahmedabad - North, Gujarat",Furnished,https://www.magicbricks.com/propertyDetails/3-BHK-1150-Sq-ft-Multistorey-Apartment-FOR-Rent-Chandlodia-in-Ahmedabad&id=4d423833363834343139,2.0,,Shukan Residency,5(Out of 5 Floors),East,1.0,,"₹60, 000","Property Located vandematram Road, nera by school, Mall, Market",Vitrified,,10 to 15 years,24 Hours Available,No/Rare Powercut,₹ 58.0 Lac - ₹ 60.0 Lac,Shukan Group,None of these,"Jogging and Strolling Track,Piped Gas,RO Water System,Waste Disposal,Maintenance Staff,Visitor Parking,Service/Goods Lift,Water Storage,Security,Reserved Parking,Park,Lift,Power Back Up","₹ 4,774 - ₹ 4,938",2 BHK Flat,,,5.0,,,1 Open,,,,,,,,,,,,,
"2 BHK 1200 Sq-ft Flat/Apartment  For Rent in Kavisha Urbania,","₹22,000","South Bopal, Ahmedabad",2.0,2.0,,Immediately,Semi-Furnished,"₹22,000|₹2,500Monthly Maintenance","South Bopal, Ahmedabad, South Bopal, Ahmedabad - West, Gujarat",Semi-Furnished,https://www.magicbricks.com/propertyDetails/2-BHK-1200-Sq-ft-Multistorey-Apartment-FOR-Rent-South-Bopal-in-Ahmedabad&id=4d423833363638333931,,660sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹33/sqft,Kavisha Urbania,8(Out of 15 Floors),East,2.0,,"₹44, 000",The property is very close to flora lxora and near sobo center.,"Ceramic Tiles, Granite, Vitrified","Garden/Park, Main Road",New Construction,24 Hours Available,No/Rare Powercut,₹ 61.6 Lac - ₹ 65.1 Lac,Kavisha Corporation,Servant Room,"Fire Fighting Equipment,Kids Play Area,Reserved Parking,Gymnasium,Club House,Lift,Power Back Up","₹ 4,709 - ₹ 5,532",2 BHK Flats,"3 Towers , 233 Units",1.0,1.0,1.0,2.0,,,,,,,,,,,,,,
2 BHK Flat 1247 Sq-ft For Rent in,"₹21,000","Maninagar West, Ahmedabad",2.0,2.0,1247sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹17/sqft,Immediately,Furnished,"₹21,000|₹2,500Monthly Maintenance","Rambaugh., Maninagar West, Ahmedabad - South, Gujarat",Furnished,https://www.magicbricks.com/propertyDetails/2-BHK-1247-Sq-ft-Multistorey-Apartment-FOR-Rent-Maninagar-West-in-Ahmedabad&id=4d423734333734383131,,,,4(Out of 5 Floors),North - West,1.0,10 to 15 years,"₹30, 000",Rambaug,Vitrified,Garden/Park,10 to 15 years,24 Hours Available,No/Rare Powercut,,,Store,,,,,1.0,,1.0,,"1 Covered, 1 Open",,,,,,,,,,,,,
3 BHK Flat 1802 Sq-ft For Rent in,"₹22,000","Shela, Ahmedabad",3.0,3.0,,Immediately,Semi-Furnished,"₹22,000|₹1,000Monthly Maintenance","101., Shela, Ahmedabad - Ahmedabad Suburban, Gujarat",Semi-Furnished,https://www.magicbricks.com/propertyDetails/3-BHK-1802-Sq-ft-Multistorey-Apartment-FOR-Rent-Shela-in-Ahmedabad&id=4d423831343338363337,3.0,1732sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹13/sqft,,1(Out of 10 Floors),East,2.0,New Construction,"₹44, 000",Club o7.,Vitrified,Garden/Park,New Construction,24 Hours Available,No/Rare Powercut,,,Store,,,,,,6.0,1.0,2.0,"1 Covered, 1 Open",,,,,,,,,,,,,
"2 BHK 1315 Sq-ft Flat/Apartment  For Rent in Shaligram Prime,","₹30,000","South Bopal, Ahmedabad",2.0,2.0,1315sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹23/sqft,Immediately,Furnished,"₹30,000|₹1Monthly Maintenance","South Bopal, Ahmedabad - West, Gujarat",Furnished,https://www.magicbricks.com/propertyDetails/2-BHK-1315-Sq-ft-Multistorey-Apartment-FOR-Rent-South-Bopal-in-Ahmedabad&id=4d423832383032383331,,,Shaligram Prime,5(Out of 14 Floors),East,2.0,,"₹60, 000",shaligram prime in new property and all Amenities and gardn children play area all school and market new area,Vitrified,"Pool, Garden/Park, Main Road",New Construction,24 Hours Available,No/Rare Powercut,₹ 30.9 Lac - ₹ 1.71 Cr,Shaligram Group,"Puja Room, Store, Study","Cricket net practice,Fire Fighting Equipment,Library And Business Centre,Indoor Games Room,Library,Smart Home,Hilltop,Water Front,Wine Cellar,Fireplace,Private Garage,CCTV Camera,Fingerprint Access,Theme based Architectures,Skydeck,Golf Course,Private pool,Helipad,Concierge Services,House help accommodation,Full Glass Wall,Island Kitchen Layout,Wrap Around Balcony,Skyline View,Downtown,Outdoor Tennis Courts,Jogging and Strolling Track,Piped Gas,Conference Room,Cafeteria/Food Court,Bar/Lounge,Banquet Hall,RO Water System,DTH Television Facility,Internet/Wi-Fi Connectivity,Laundry Service,Waste Disposal,Maintenance Staff,Intercom Facility,Visitor Parking,Air Conditioned,Service/Goods Lift,Vaastu Compliant,Private Terrace/Garden,Water Storage,Security,Reserved Parking,Park,Gymnasium,Swimming Pool,Club House,Rain Water Harvesting,Lift,Power Back Up",,2 BHK Flats,"17 Towers , 1144 Units",1.0,,1.0,2.0,,,,,,,,,,,,,,
3 BHK Flat 1050 Sq-ft For Rent in,"₹75,000","Navrangpura, Ahmedabad",3.0,3.0,,Immediately,Furnished,"₹75,000","Navrangpura, Ahmedabad - Central, Gujarat",Furnished,https://www.magicbricks.com/propertyDetails/3-BHK-1050-Sq-ft-Multistorey-Apartment-FOR-Rent-Navrangpura-in-Ahmedabad&id=4d423833373732323233,3.0,1000sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹75/sqft,,10(Out of 12 Floors),,,5 to 10 years,₹1.5 Lac,,,"Garden/Park, Main Road",5 to 10 years,,,,,Puja Room,,,,,,,,,,,,,,,,,,,,,,
"3 BHK 1450 Sq-ft Flat/Apartment  For Rent in Deep Satyadeep Heights,","₹33,000","Prahlad Nagar, Ahmedabad",3.0,3.0,1450sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹23/sqft,Immediately,Semi-Furnished,"₹33,000|₹2,500Monthly Maintenance","Prahlad nagar, Prahlad Nagar, Ahmedabad - West, Gujarat",Semi-Furnished,https://www.magicbricks.com/propertyDetails/3-BHK-1450-Sq-ft-Multistorey-Apartment-FOR-Rent-Prahlad-Nagar-in-Ahmedabad&id=4d423833353830333731,,,Deep Satyadeep Heights,7(Out of 13 Floors),East,2.0,,"₹66, 000",Prahlad nagar,Vitrified,Garden/Park,Less than 5 years,24 Hours Available,No/Rare Powercut,₹ 68.0 Lac - ₹ 93.9 Lac,Deep Group,Store,"Meditation Area,Indoor Games Room,Visitor Parking,Vaastu Compliant,Security,Reserved Parking,Park,Gymnasium,Swimming Pool,Lift,Power Back Up","₹ 5,172 - ₹ 6,552","2, 3 BHK Flats","6 Towers , 335 Units",1.0,,1.0,2.0,,,,,,,,,,,,,,
"4 BHK 3650 Sq-ft Flat/Apartment  For Rent in Sijcon Zodiac Aster,",₹1.0 Lac,"Bodakdev, Ahmedabad",4.0,4.0,,Immediately,Furnished,₹1 Lac,"Opp.AIS Play Ground, Off.S.G.Road, Bodakdev, Ahmedabad, Gujarat, Bodakdev, Ahmedabad - West, Gujarat",Furnished,https://www.magicbricks.com/propertyDetails/4-BHK-3650-Sq-ft-Multistorey-Apartment-FOR-Rent-Bodakdev-in-Ahmedabad&id=4d423833353830333735,,2190sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹46/sqft,Sijcon Zodiac Aster,5(Out of 10 Floors),East,2.0,,₹2.0 Lac,"near by Atithi dining hall, Bodakdev, Ahmedabad","Ceramic Tiles, Granite, Marble, Mosaic, Normal Tiles/Kotah Stone, Vitrified, Wooden","Garden/Park, Main Road",5 to 10 years,24 Hours Available,No/Rare Powercut,₹ 3.47 Cr - ₹ 4.50 Cr,,"Puja Room, Study, Store","Aesthetically designed landscape garden,Kids play area,Maintenance Staff,Intercom Facility,Security,Gymnasium,Swimming Pool,Club House,Power Back Up",,,,1.0,10.0,1.0,2.0,"1 Covered, 1 Open",,,,", 60 Units",,,,,,,,,
"4 BHK 2610 Sq-ft Flat/Apartment  For Rent in JP Iscon Platinum,","₹70,000","Bopal, Ahmedabad",4.0,4.0,2610sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹27/sqft,Immediately,Unfurnished,"₹70,000","Bopal, Bopal, Ahmedabad - West, Gujarat",Unfurnished,https://www.magicbricks.com/propertyDetails/4-BHK-2610-Sq-ft-Multistorey-Apartment-FOR-Rent-Bopal-in-Ahmedabad&id=4d423831353537383435,,,JP Iscon Platinum,4(Out of 14 Floors),East,,,₹1.4 Lac,Bopal,,"Garden/Park, Pool, Main Road",Less than 5 years,,,₹ 1.45 Cr - ₹ 4.16 Cr,JP Iscon Group,"Puja Room, Study, Store","Provision for power backup,Badminton court,Aesthetically designed landscape garden,Half basketball court,Sewage treatment plant,Fire Fighting Equipment,Cycling & Jogging Track,Outdoor Tennis Courts,Concierge Services,AEROBICS ROOM,Shopping center,Multipurpose Hall,Infinity Swimming Pool,Outdoor Tennis Courts,Jogging and Strolling Track,Piped Gas,Conference Room,Cafeteria/Food Court,Bar/Lounge,Banquet Hall,RO Water System,DTH Television Facility,Internet/Wi-Fi Connectivity,Laundry Service,Waste Disposal,Maintenance Staff,Intercom Facility,Visitor Parking,Air Conditioned,Service/Goods Lift,Vaastu Compliant,Private Terrace/Garden,Water Storage,Security,Reserved Parking,Park,Gymnasium,Swimming Pool,Club House,Rain Water Harvesting,Lift,Power Back Up","₹ 5,908 - ₹ 7,318","3, 4, 5 BHK Flats","14 Towers , 938 Units",1.0,,,,,,,,,,Freehold,,,,,,,
