Title,Rental_Price,Location,Beds,Baths,Balcony,Carpet Area,Developer,Project,Floor,Status,Facing,Furnished Status,Age Of Construction,Rental Value,Address,Landmarks,Furnishing,Flooring,Overlooking,Age of Construction,Amenities,Price,Price per sqft,Configuration,Tower & Unit,link,Super Built-up Area,Security Deposit,Balconies,Covered Parking,Additional Rooms,Lift,Car parking,Water Availability,Status of Electricity,Floors allowed for construction,Bed,Bath,Lifts,Unit,Tower,Authority Approval,Type of Ownership,RERA ID,Plot Area,No of Open Sides,Any Construction done,Boundary Wall,Transaction Type,Additional Features,Approved,Floors allowed,Floor allowed
"2 BHK 1260 Sq-ft Flat/Apartment  For Rent in Mantri Serenity,","₹44,000","Kuvempu Nagar Bikasipura, Bangalore",2.0,2.0,,1060sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹42/sqft,Mantri Developers Pvt. Ltd.,Mantri Serenity,Ground(Out of 28 Floors),Immediately,East,Semi-Furnished,,"₹44,000|₹1Monthly Maintenance","Kanakapura Road, Bangalore, Kuvempu Nagar Bikasipura, Bangalore - South, Karnataka","Opp dodakalasandra metro station, dhe hospital  1km chaithanya school.",Semi-Furnished,Vitrified,"Garden/Park, Pool",Less than 5 years,"Health club with Steam / Jaccuzi,Mini Cinema Theatre,Concierge Services,Banquet Hall,Intercom Facility,Security,Club House,Lift",₹ 1.14 Cr - ₹ 1.39 Cr,"₹ 8,480 - ₹ 19,531",2 BHK Flats,"21 Towers , 2150 Units",https://www.magicbricks.com/propertyDetails/2-BHK-1260-Sq-ft-Multistorey-Apartment-FOR-Rent-Kuvempu-nagar-Bikasipura-in-Bangalore&id=4d423833343931383631,,₹2.5 Lac,3.0,1.0,Puja Room,3.0,1 Covered,24 Hours Available,,1.0,,,3.0,,,,,,,,,,,,,,
"3 BHK 1780 Sq-ft Flat/Apartment  For Rent in Renaissance Park III,","₹55,000","Malleshwaram, Bangalore",3.0,3.0,,1480sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹37/sqft,Renaissance Holdings & Developers Pvt. Ltd.,Renaissance Park III,7(Out of 9 Floors),Immediately,East,Unfurnished,,"₹55,000|₹5,000Monthly Maintenance","Malleshwaram, Bangalore, Malleshwaram, Bangalore - West, Karnataka","National Public School Orion Mall, Isckon Temple, World Trade Center, Brigade School, Brigade Hospital, Mysore Lamps Factory, Mysore Sandal Factory, Sheraton Grand Hotel, Brigade Gateway, Metro Station, Metro Cash",Unfurnished,"Vitrified, Wooden, Ceramic Tiles, Marble, Normal Tiles/Kotah Stone, Granite, Marbonite","Garden/Park, Pool, Main Road",5 to 10 years,,₹ 2.53 Cr Onwards,,3 BHK Flats,"2 Towers , 52 Units",https://www.magicbricks.com/propertyDetails/3-BHK-1780-Sq-ft-Multistorey-Apartment-FOR-Rent-Malleshwaram-in-Bangalore&id=4d423334383430313135,,₹3.5 Lac,3.0,1.0,"Puja Room, Study, Store",2.0,,24 Hours Available,No/Rare Powercut,,,,2.0,,,,,,,,,,,,,,
1 BHK Residential House  For Rent,"₹12,000",Chikkanayakanahalli,,,,,,,,Immediately,,Semi-Furnished,,"₹12,000","Chikkanayakanahalli, Bangalore - South, Karnataka",,Semi-Furnished,,,,,,,,,https://www.magicbricks.com/propertyDetails/1-BHK-500-Sq-ft-Residential-House-FOR-Rent-Chikkanayakanahalli-in-Bangalore&id=4d423833343931373933,500sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹24/sqft,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,
"2 BHK Flat 1050 Sq-ft For Rent in Kalyan apartments,","₹27,000","Kalyan Nagar, Bangalore",2.0,2.0,1.0,1050sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹26/sqft,,Kalyan apartments,1(Out of 4 Floors),Immediately,North,Semi-Furnished,10 to 15 years,"₹27,000|₹2,750Monthly Maintenance","Service Rd, Chelakara, Kalyan Nagar, Bangalore, Kalyan Nagar, Bangalore - East, Karnataka",,Semi-Furnished,Marble,Main Road,10 to 15 years,,₹ 1.28 Cr - ₹ 1.66 Cr,,,,https://www.magicbricks.com/propertyDetails/2-BHK-1050-Sq-ft-Multistorey-Apartment-FOR-Rent-Kalyan-Nagar-in-Bangalore&id=4d423833323831313235,,₹1.5 Lac,,1.0,,1.0,1 Covered,24 Hours Available,No/Rare Powercut,1.0,,,,,,,,,,,,,,,,,
2 BHK Flat 1250 Sq-ft For Rent in,"₹50,000","HRBR Layout, Bangalore",2.0,2.0,1.0,1000sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹50/sqft,,,1(Out of 4 Floors),Immediately,East,Furnished,Less than 5 years,"₹50,000|₹5,000Monthly Maintenance","hrbr, HRBR Layout, Bangalore - Central, Karnataka",hrbr layout,Furnished,Marble,,Less than 5 years,,,,,,https://www.magicbricks.com/propertyDetails/2-BHK-1250-Sq-ft-Multistorey-Apartment-FOR-Rent-HRBR-Layout-in-Bangalore&id=4d423832353532343233,,₹3.3 Lac,,1.0,None of these,1.0,1 Covered,24 Hours Available,No/Rare Powercut,1.0,,,,,,,,,,,,,,,,,
2 BHK Residential House  For Rent,"₹12,000","MedaHalli, Bangalore",2.0,,,,,,,Immediately,,Furnished,,"₹12,000","MedaHalli, Bangalore - East, Karnataka",,Furnished,,,,,,,,,https://www.magicbricks.com/propertyDetails/2-BHK-700-Sq-ft-Residential-House-FOR-Rent-MedaHalli-in-Bangalore&id=4d423833343931373237,700sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹17/sqft,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
"5 BHK 5270 Sq-ft Flat/Apartment  For Rent in Maia Pelican Grove,",₹3.5 Lac,"Jakkur, Bangalore",5.0,5.0,,5000sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹70/sqft,Maia Developers Pvt. Ltd.,Maia Pelican Grove,8(Out of 16 Floors),Immediately,North - East,Semi-Furnished,,"₹3.5 Lac|₹49,000Monthly Maintenance","Jakkur, Bangalore, Jakkur, Bangalore - North, Karnataka",Jakkur,Semi-Furnished,Vitrified,Main Road,Less than 5 years,,₹ 7.78 Cr - ₹ 7.80 Cr,"₹ 10,000 - ₹ 26,895",4 BHK Flats,,https://www.magicbricks.com/propertyDetails/5-BHK-5270-Sq-ft-Multistorey-Apartment-FOR-Rent-Jakkur-in-Bangalore&id=4d423833313432313931,,₹30.0 Lac,6.0,2.0,"Puja Room, Store, Servant Room",3.0,,24 Hours Available,No/Rare Powercut,1.0,,,3.0,,1 Tower,,,,,,,,,,,,
4 BHK  2600 Sq-ft For Rent in,"₹60,000","Budigere Road, Bangalore",4.0,4.0,,1800sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹33/sqft,,,,Immediately,North,Semi-Furnished,New Construction,"₹60,000","Budigere Road, Bangalore - East, Karnataka",,Semi-Furnished,,,New Construction,,,,,,https://www.magicbricks.com/propertyDetails/4-BHK-2600-Sq-ft-Villa-FOR-Rent-Budigere-Road-in-Bangalore&id=4d423737363538353839,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,
"2 BHK Flat 1150 Sq-ft For Rent in Sowparnika Chandrakantha II,","₹18,500","Sarjapur Road, Bangalore",2.0,2.0,,920sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹20/sqft,Sowparnika Projects & Infrastructure Pvt. Ltd.,Sowparnika Chandrakantha II,1(Out of 4 Floors),Immediately,East,Semi-Furnished,,"₹18,500|₹3,700Monthly Maintenance","Sowparnika chandrakantha P 2, Sarjapur Road, Bangalore - South, Karnataka",!.5km from Dommasandra circle,Semi-Furnished,Vitrified,Garden/Park,5 to 10 years,"Fire Fighting Equipment,Cycling & Jogging Track,Recreational Pool,Multipurpose Courts,Kids Play Area,Kids Club,Indoor Squash & Badminton Courts,Indoor Games Room,Flower Gardens,Event Space & Amphitheatre,Jogging and Strolling Track,Piped Gas,Conference Room,RO Water System,DTH Television Facility,Internet/Wi-Fi Connectivity,Laundry Service,Waste Disposal,Maintenance Staff,Intercom Facility,Visitor Parking,Air Conditioned,Service/Goods Lift,Vaastu Compliant,Private Terrace/Garden,Water Storage,Security,Reserved Parking,Park,Gymnasium,Swimming Pool,Club House,Rain Water Harvesting,Lift,Power Back Up",₹ 1.57 Cr - ₹ 1.92 Cr,,,"3 Towers , 76 Units",https://www.magicbricks.com/propertyDetails/2-BHK-1150-Sq-ft-Multistorey-Apartment-FOR-Rent-Sarjapur-Road-in-Bangalore&id=4d423533343038313735,,"₹80, 000",3.0,1.0,Puja Room,1.0,1 Covered,24 Hours Available,Less Than 2 Hour Powercut,,,,,,,,,,,,,,,,,,
1 BHK Residential House  For Rent,"₹21,000","Haralur, Bangalore",,,,,,,1(Out of 3 Floors),Immediately,,Semi-Furnished,,"₹21,000","Haralur, Bangalore - South, Karnataka",,Semi-Furnished,,,,,,,,,https://www.magicbricks.com/propertyDetails/1-BHK-700-Sq-ft-Residential-House-FOR-Rent-Haralur-in-Bangalore&id=4d423831343038323737,700sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹30/sqft,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,
2 BHK  1011 Sq-ft For Rent in,"₹32,000","Murugeshpalya, Bangalore",2.0,2.0,,,,,,Immediately,East,Semi-Furnished,5 to 10 years,"₹32,000|₹1,500Monthly Maintenance","murugeshpalya, Murugeshpalya, Bangalore - Central, Karnataka",Mahaveer Enterprises Real Estate Agency is the most preferred destinat,Semi-Furnished,Marble,Main Road,5 to 10 years,,,,,,https://www.magicbricks.com/propertyDetails/2-BHK-1011-Sq-ft-Residential-House-FOR-Rent-Murugeshpalya-in-Bangalore&id=4d423833353738333431,1011sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹32/sqft,₹1.5 Lac,,,None of these,,,24 Hours Available,No/Rare Powercut,3.0,,,,,,,,,,,,,,,,,
"2 BHK Flat 1200 Sq-ft For Rent in Affinity Blossom ,","₹30,000","Block 6th Koramangala, Bangalore",2.0,2.0,,1180sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹25/sqft,,Affinity Blossom,1(Out of 4 Floors),Immediately,,Semi-Furnished,Less than 5 years,"₹30,000|₹4,000Monthly Maintenance","Block 6th Koramangala, Bangalore - South, Karnataka",,Semi-Furnished,,,Less than 5 years,,₹ 1.57 Cr - ₹ 1.92 Cr,,,,https://www.magicbricks.com/propertyDetails/2-BHK-1200-Sq-ft-Multistorey-Apartment-FOR-Rent-Koramangala-Block-6-in-Bangalore&id=4d423831343037393431,,₹1.0 Lac,2.0,,,,,,,4.0,,,,,,,,,,,,,,,,,
2 BHK Builder Floor 1200 Sq-ft For Rent in,"₹45,000","Marathahalli, Bangalore",2.0,2.0,,,,,3(Out of 5 Floors),Immediately,,Furnished,,"₹45,000","Marathahalli, Bangalore - Central, Karnataka",,Furnished,,,,,,,,,https://www.magicbricks.com/propertyDetails/2-BHK-1200-Sq-ft-Builder-Floor-Apartment-FOR-Rent-Marathahalli-in-Bangalore&id=4d423833323734303739,1200sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹38/sqft,,,,,,,,,,,,,,,,,,,,,,,,,,
"3 BHK Flat 1596 Sq-ft For Rent in SJR Parkway Homes,","₹46,000","Rayasandra, Bangalore",3.0,3.0,1.0,1200sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹38/sqft,SJR Prime Corporation Pvt. Ltd.,SJR Parkway Homes,1(Out of 14 Floors),Immediately,East,Semi-Furnished,Less than 5 years,"₹46,000","Rayasandra Main Road, Bangalore, Rayasandra, Bangalore - South, Karnataka",,Semi-Furnished,Vitrified,"Garden/Park, Pool",Less than 5 years,"Fire Fighting Equipment,Cycling & Jogging Track,Outdoor Tennis Courts,Multipurpose Courts,Library And Business Centre,Kids Play Area,Indoor Squash & Badminton Courts,Indoor Games Room,Flower Gardens,Event Space & Amphitheatre,Barbeque Pit,Earth quake resistant,Jogging and Strolling Track,Waste Disposal,Water Storage,Security,Reserved Parking,Park,Gymnasium,Swimming Pool,Rain Water Harvesting,Lift,Power Back Up",₹ 94.0 Lac - ₹ 1.64 Cr,,"2, 3 BHK Flat","7 Towers , 810 Units",https://www.magicbricks.com/propertyDetails/3-BHK-1596-Sq-ft-Multistorey-Apartment-FOR-Rent-Rayasandra-in-Bangalore&id=4d423831343038343039,,,,,,,,,,,,,,,,,,,,,,,,,,,
2 BHK Builder Floor 1400 Sq-ft For Rent in,"₹26,000","Kudlu, Bangalore",2.0,2.0,,900sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹29/sqft,,,1(Out of 4 Floors),Immediately,,Semi-Furnished,New Construction,"₹26,000","no 10 pattadath Prabhu layout near sri Chaitanya techno school kudlu bangalore, Kudlu, Bangalore - South, Karnataka",,Semi-Furnished,,,New Construction,,,,,,https://www.magicbricks.com/propertyDetails/2-BHK-1400-Sq-ft-Builder-Floor-Apartment-FOR-Rent-Kudlu-in-Bangalore&id=4d423833363636353637,,"₹80, 000",2.0,,,,,,,,,,,,,,,,,,,,,,,,
"3 BHK Flat 1545 Sq-ft For Rent in Renaissance Reserva,","₹50,000","Jalahalli, Bangalore",3.0,2.0,,,Renaissance Holdings & Developers Pvt. Ltd.,Renaissance Reserva,9(Out of 10 Floors),Immediately,North - East,Semi-Furnished,New Construction,"₹50,000|₹6,000Monthly Maintenance","Outer Ring Rd, Muthyala Nagar, Gokula Extension, Jalahalli, Bangalore - North, Karnataka",,Semi-Furnished,,"Garden/Park, Pool",New Construction,"Badminton court,Half basketball court,Cycling & Jogging Track,Indoor Games Room,Kids play area,Entry Exit Gate,CCTV Camera,Premium branded fittings,Grand Entrance lobby,Large Open space,Located in the Heart of city,Banquet Hall,Internet/Wi-Fi Connectivity,Waste Disposal,Maintenance Staff,Intercom Facility,Visitor Parking,Reserved Parking,Gymnasium,Swimming Pool,Club House,Rain Water Harvesting,Lift,Power Back Up",₹ 99.2 Lac - ₹ 1.48 Cr,,3 BHK Flats,"5 Towers , 214 Units",https://www.magicbricks.com/propertyDetails/3-BHK-1545-Sq-ft-Multistorey-Apartment-FOR-Rent-Jalahalli-in-Bangalore&id=4d423833303036333837,1545sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹32/sqft,₹4.0 Lac,2.0,,,,,,,,,,,,,,,,,,,,,,,,
1 BHK Builder Floor 500 Sq-ft For Rent in,"₹13,500","Vignan Nagar, Bangalore",,,,400sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹34/sqft,,,3(Out of 4 Floors),Immediately,East,Semi-Furnished,5 to 10 years,"₹13,500","303., Vignan Nagar, Bangalore - Central, Karnataka",google Bagmane,Semi-Furnished,"Vitrified, Wooden","Main Road, Garden/Park",5 to 10 years,,,,,,https://www.magicbricks.com/propertyDetails/1-BHK-500-Sq-ft-Builder-Floor-Apartment-FOR-Rent-Vignan-Nagar-in-Bangalore&id=4d423832373936353133,,,,,"Store, Study, Puja Room",,,,,,1.0,1.0,,,,,,,,,,,,,,,
"1 BHK 550 Sq-ft Flat/Apartment  For Rent in Kaggadasapura RWA,","₹13,500","Kaggadasapura, Bangalore",,,1.0,450sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹30/sqft,,Kaggadasapura RWA,4(Out of 4 Floors),Immediately,East,Semi-Furnished,Less than 5 years,"₹13,500|₹1,000Monthly Maintenance","501., Kaggadasapura, Bangalore - Central, Karnataka",metro,Semi-Furnished,"Vitrified, Granite","Main Road, Garden/Park",Less than 5 years,,₹ 1.09 Cr - ₹ 1.17 Cr,,,,https://www.magicbricks.com/propertyDetails/1-BHK-550-Sq-ft-Multistorey-Apartment-FOR-Rent-Kaggadasapura-in-Bangalore&id=4d423832373936393933,,₹1.0 Lac,,,"Puja Room, Study, Store",,,24 Hours Available,No/Rare Powercut,,1.0,1.0,,,,,,,,,,,,,,,
1 BHK Residential House  For Rent,"₹12,000","Vijay Nagar Naagarabhaavi, Bangalore",,,,,,,,Immediately,,Semi-Furnished,,"₹12,000","Vijay Nagar Naagarabhaavi, Bangalore - West, Karnataka",,Semi-Furnished,,,,,,,,,https://www.magicbricks.com/propertyDetails/1-BHK-600-Sq-ft-Residential-House-FOR-Rent-Vijay-Nagar-Naagarabhaavi-in-Bangalore&id=4d423832373936383535,600sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹20/sqft,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,
3 BHK  2250 Sq-ft For Rent in,"₹70,000","Whitefield Hoskote Road, Bangalore",3.0,3.0,1.0,2000sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹35/sqft,,,,Immediately,North - East,Semi-Furnished,5 to 10 years,"₹70,000","Standalone Building Alliance 10 Downing Whitefield  Hosakote Road Kannamangala Bangalore., Whitefield Hoskote Road, Bangalore - East, Karnataka",Atal Bihari Botanical Garden.,Semi-Furnished,"Vitrified, Granite",,5 to 10 years,,,,,,https://www.magicbricks.com/propertyDetails/3-BHK-2250-Sq-ft-Villa-FOR-Rent-Whitefield-Hoskote-Road-in-Bangalore&id=4d423739393238303039,,,,,Puja Room,,,24 Hours Available,No/Rare Powercut,,,,,,,Developer,,,,,,,,,,,
"4 BHK Flat 3000 Sq-ft For Rent in The Retreat At Shriram Chirping Woods,",₹1.6 Lac,"Sarjapur, Bangalore",4.0,4.0,1.0,2600sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹62/sqft,Shriram Properties Ltd.,The Retreat At Shriram Chirping Woods,1(Out of 6 Floors),Immediately,East,Furnished,Less than 5 years,"₹1.6 Lac|₹13,000Monthly Maintenance","Sarjapur, Bangalore - South, Karnataka",,Furnished,Vitrified,Garden/Park,Less than 5 years,,₹ 2.36 Cr - ₹ 6.06 Cr,,2 BHK Flat,"2 Towers , 136 Units",https://www.magicbricks.com/propertyDetails/4-BHK-3000-Sq-ft-Multistorey-Apartment-FOR-Rent-Sarjapur-in-Bangalore&id=4d423737353339373739,,₹10.0 Lac,,,"Puja Room, Study, Store, Servant Room",,,,,,,,,,,Developer,,,,,,,,,,,
"2 BHK 1078 Sq-ft Flat/Apartment  For Rent in Kolte Patil Raaga Phase II,","₹25,000","Bellahalli, Bangalore",2.0,2.0,,726sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹34/sqft,Kolte Patil Developers Ltd.,Kolte Patil Raaga Phase II,Lower Basement(Out of 13 Floors),Immediately,East,Semi-Furnished,,"₹25,000|₹4,000Monthly Maintenance","Kannuru, Bangalore, Bellahalli, Bangalore - North, Karnataka",,Semi-Furnished,Ceramic Tiles,Garden/Park,,,₹ 1.14 Cr - ₹ 1.36 Cr,,2 BHK Flat,,https://www.magicbricks.com/propertyDetails/2-BHK-1078-Sq-ft-Multistorey-Apartment-FOR-Rent-Bellahalli-in-Bangalore&id=4d423833323733393031,,₹1.0 Lac,2.0,1.0,None of these,2.0,1 Covered,24 Hours Available,No/Rare Powercut,1.0,,,2.0,", 590 Units",,,,,,,,,,,,,
300 Sq-ft For Rent in,"₹18,000","Sector 5 HSR Layout, Bangalore",,,1.0,,,,4(Out of 5 Floors),Immediately,East,Furnished,New Construction,"₹18,000","Near by HSR BDA COMPLEX, Sector 5 HSR Layout, Bangalore - Central, Karnataka",Aroghya ahaara,Furnished,Granite,"Main Road, Garden/Park",New Construction,,,,,,https://www.magicbricks.com/propertyDetails/300-Sq-ft-Studio-Apartment-FOR-Rent-HSR-Layout-Sector-5-in-Bangalore&id=4d423731383735303637,300sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹60/sqft,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
2 BHK Flat 1160 Sq-ft For Rent in,"₹50,000","ketan eternal blossom, Bangalore",2.0,2.0,,1160sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹43/sqft,,,Ground(Out of 4 Floors),Immediately,,Furnished,5 to 10 years,"₹50,000","kadubeesanahalli gear road bangalore, Bangalore, Karnataka",,Furnished,,,5 to 10 years,,,,,,https://www.magicbricks.com/propertyDetails/2-BHK-1160-Sq-ft-Multistorey-Apartment-FOR-Rent-in-Bangalore&id=4d423832373936383737,,₹2.0 Lac,,,,,,,,,,,,,,,,,,,,,,,,,
1 BHK Residential House  For Rent,Call for Rent,"JP Nagar, Bangalore",,,,,,,2(Out of 3 Floors),Immediately,East,Semi-Furnished,5 to 10 years,,"JP Nagar, Bangalore - South, Karnataka",,Semi-Furnished,,,5 to 10 years,,,,,,https://www.magicbricks.com/propertyDetails/1-BHK-800-Sq-ft-Residential-House-FOR-Rent-JP-Nagar-in-Bangalore&id=4d423637323733333839,800sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,
"2 BHK Flat 1300 Sq-ft For Rent in Puravankara Purva Riviera,","₹55,000","Marathahalli, Bangalore",2.0,2.0,,,Puravankara Ltd.,Puravankara Purva Riviera,6(Out of 9 Floors),Immediately,,Furnished,,"₹55,000","Marathahalli, Bangalore - Central, Karnataka",,Furnished,,,,"Kids Play Area,Flower Gardens,Waste Disposal,Maintenance Staff,Visitor Parking,Water Storage,Security,Park,Gymnasium,Swimming Pool",₹ 82.0 Lac - ₹ 85.0 Lac,"₹ 6,538 - ₹ 6,800",2 BHK Flats,"15 Towers , 840 Units",https://www.magicbricks.com/propertyDetails/2-BHK-1300-Sq-ft-Multistorey-Apartment-FOR-Rent-Marathahalli-in-Bangalore&id=4d423831343038303931,1300sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹42/sqft,,,,,,,,,,,,,,,,,,,,,,,,,,
"6 BHK  7311 Sq-ft For Rent in Embassy Boulevard,",₹6.3 Lac,"Yelahanka, Bangalore",6.0,7.0,,,,,,Immediately,North - East,Semi-Furnished,Less than 5 years,"₹6.3 Lac|₹40,000Monthly Maintenance","Yelahanka, Bangalore, Yelahanka, Bangalore - North, Karnataka",International airport,Semi-Furnished,Vitrified,Pool,Less than 5 years,"Fire Fighting Equipment,Cycling & Jogging Track,Retail Boulevard (Retail Shops),Multipurpose Courts,Meditation Area,Kids Play Area,Indoor Squash & Badminton Courts,Indoor Games Room,Flower Gardens,Bank & ATM,AEROBICS ROOM,Outdoor Tennis Courts,Jogging and Strolling Track,Conference Room,Cafeteria/Food Court,Bar/Lounge,Banquet Hall,DTH Television Facility,Laundry Service,Waste Disposal,Maintenance Staff,Visitor Parking,Service/Goods Lift,Water Storage,Security,Reserved Parking,Park,Gymnasium,Swimming Pool,Club House,Rain Water Harvesting,Lift,Power Back Up",₹ 15.81 Cr - ₹ 29.38 Cr,"₹ 26,867 - ₹ 61,560","4, 5, 6 BHK Villas",,https://www.magicbricks.com/propertyDetails/6-BHK-7311-Sq-ft-Villa-FOR-Rent-Yelahanka-in-Bangalore&id=4d423833313432303939,7311sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹85/sqft,₹60.0 Lac,5.0,3.0,"Puja Room, Study, Store, Servant Room",,3 Covered,24 Hours Available,No/Rare Powercut,3.0,,,,", 170 Units",,,,,,,,,,,,,
"3 BHK Flat 2500 Sq-ft For Rent in Adarsha Habiat,","₹40,000","Banaswadi, Bangalore",3.0,3.0,,2500sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹16/sqft,,Adarsha Habiat,5(Out of 5 Floors),Immediately,East,Semi-Furnished,10 to 15 years,"₹40,000","Banaswadi, Bangalore - Central, Karnataka",very close to Outer Ring Road horomur signal behind Baghini restaurant,Semi-Furnished,,Main Road,10 to 15 years,,₹ 1.14 Cr - ₹ 1.31 Cr,,,,https://www.magicbricks.com/propertyDetails/3-BHK-2500-Sq-ft-Multistorey-Apartment-FOR-Rent-Banaswadi-in-Bangalore&id=4d423637323735323431,,,3.0,,Puja Room,,,,,,,,,,1 Tower,,,,,,,,,,,,
